10,Sumber Rejeki,,,,15
10,Wulandari,,,,16
10,B 29 Anggi,,,,17
10,Kios 22,,,,18
10,Asri,,,,19
10,Mbah Kijo,,,,20
10,Pojok,,,,21
10,Asyva,,,,22
10,Sembako Galileo,,,,23
10,Sembako aisyah,,,,24
10,Basmalah jaya 3,,,,25
10,Mangir,,,,26
10,Madura,,,,27
10,Jumari,,,,28
10,Wedi,,,,29
10,Barokah,,,,30
10,Tiara,,,,31
10,Ss one,,,,32
10,Src ponidi,,,,33
10,Padma,,,,34
10,Mubarok,,,,35
10,Jons cell,,,,36
10,Kamil,,,,37
10,Bu sarjono,,,,38
10,A2,,,,39
10,Basmalah jaya,,,,40
11,Hafis,,-7.75728691,110.4281368,1
11,Beti,R,-7.75883389,110.4251658,2
11,Danis,RO,-7.754109,110.429449,3
11,Reza,R,-7.755197,110.422905,4
11,Putri,R,-7.75432417,110.4228565,5
11,Barokah,R,-7.75299,110.420419,6
11,Pall gori,R,-7.75334364,110.4242069,7
11,Y Cell,R,-7.745186,110.424041,8
11,Wr Cilik,R,-7.74723176,110.4255143,9
11,Mbah rejo,RO,-7.747138,110.425177,10
11,Rafif,RO,-7.750417,110.424882,11
11,Bu susi,R,-7.763592,110.428818,12
11,Bu marwiyah,R,-7.762082,110.428828,13
11,Ika sari,R,-7.764484,110.431745,14
11,Ragil,R,-7.763024,110.432327,15
11,Ian cell,R,-7.762959,110.432215,16
11,Sri rejeki,R,-7.76085,110.429699,17
11,Fortuna,RO,-7.7595,110.423867,18
11,Firman,R,-7.758555,110.422759,19
11,Bu aris,R,-7.748457,110.425181,20
11,Bu yumariyah,R,-7.74849,110.424952,21
11,Mbok moro,R,-7.747204,110.425273,22
11,Mega jaya,R,-7.745202,110.424053,23
11,Karunia,,-7.746131,110.423482,24
11,Mbah humam,RO,-7.752637,110.430973,25
11,Murah rejeki,R,-7.753412,110.430024,26
11,Sembako simbok,R,-7.759802,110.425567,27
11,Rejeki,IO,-7.750969,110.426802,28
11,Reza 3,IO,-7.753872,110.423139,29
11,Aini,IO,-7.756216,110.422941,30
11,Luki lestari,IO,-7.756846,110.42302,31
11,Barokah jaya,IO,-7.759942,110.426107,32
11,Prasetiar,IO,-7.752647,110.419613,33
11,Raihan,IO,-7.753098,110.421434,34
11,Mbk luthfi,IO,-7.753684,110.418193,35
11,Banyu mili,IO,-7.75454,110.418961,36
12,Jas Sembako,RO,-7.74363261,110.409195,1
